Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Any data questionable,,,,,,,,,,,,,,1
Salem Area Mass Transit District,Salem,OR,0025,00025,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632 ", 269 ,DR,PT,185,, -   ,  , 16.40 ,  , -   , W , 1.75 ,  ,0 ,  ,"5,693,529 ",  ,"5,316,303 ",  ,"377,226 ",  ,"364,195 ",  ,"324,091 ",  ,"40,104 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"567,756 ",  ,0 ,W,No,,,,,,,,,,,,,,
"Arrowhead Economic Opportunity Agency, Inc.",Virginia,MN,5R04-001,5R04-50520,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,MB,DO,44,, -   ,  , 16.40 ,  , -   ,  , 4.90 ,  ,0 ,  ,0 ,  ,"1,386,863 ",  ,,  ,0 ,  ,"84,550 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"413,898 ",  ,0 ,,No,,,,,,,,,,,,,,
"Arrowhead Economic Opportunity Agency, Inc.",Virginia,MN,5R04-001,5R04-50520,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,DR,DO,29,, -   ,  , 16.40 ,  , -   ,  , 4.90 ,  ,0 ,  ,0 ,  ,"900,818 ",  ,,  ,0 ,  ,"54,919 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"268,842 ",  ,0 ,,No,,,,,,,,,,,,,,
Carteret County,Morehead City,NC,4R06-012,4R06-40944,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 13 ,MB,DO,2,, -   ,  , 16.40 ,  , -   ,  , 1.42 ,  ,0 ,  ,0 ,  ,"46,960 ",  ,,  ,0 ,  ,"2,863 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,079 ",  ,0 ,,No,,,,,,,,,,,,,,
Greater Lapeer Transportation Authority,Lapeer ,MI,5R03-032,5R03-50335,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 23 ,DR,DO,23,, -   ,  , 16.40 ,  , -   ,  , 4.07 ,  ,0 ,  ,0 ,  ,"687,982 ",  ,,  ,0 ,  ,"41,945 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"170,698 ",  ,0 ,,No,,,,,,,,,,,,,,
Macon-Bibb County Transit Authority,Macon,GA,4130,40130,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"137,570 ", 28 ,DR,DO,6,, -   ,  , 16.40 ,  , -   ,  , 1.42 ,  ,0 ,  ,0 ,  ,"313,077 ",  ,,  ,0 ,  ,"19,088 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"27,155 ",  ,0 ,,No,,,,,,,,,,,,,,
Coastal Regional Commission,Darien,GA,4R03-118,4R03-41112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 73 ,DR,DO,73,, -   ,  , 16.40 ,  , -   ,  , 1.10 ,  ,0 ,  ,0 ,  ,"2,069,816 ",  ,,  ,0 ,  ,"126,204 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"138,884 ",  ,0 ,,No,,,,,,,,,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ", 154 ,DT,PT,27,, -   ,  , 16.40 ,  , 6.87 ,  , 2.29 ,  ,0 ,  ,0 ,  ,"705,025 ",  ,,  ,0 ,  ,"42,989 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"98,542 ",  ,"677,007 ",,No,,,,,,,,,,,,,,
Municipality of Guaynabo,Guaynabo,PR,4201,40201,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ", 14 ,DR,DO,3,, -   ,  , 16.39 ,  , -   ,  , 2.37 ,  ,0 ,  ,0 ,  ,"44,955 ",  ,,  ,0 ,  ,"2,742 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"6,487 ",  ,0 ,,No,,,,,,,,,,,,,,
Cortland County,Cortland,NY,2R02-055,2R02-20958,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,PT,16,, -   ,  , 16.39 ,  , -   ,  , 7.54 ,  ,0 ,  ,0 ,  ,"380,904 ",  ,,  ,0 ,  ,"23,238 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"175,132 ",  ,0 ,,No,,,,,,,,,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 28 ,MB,DO,17,, -   ,  , 16.38 ,  , -   ,  , 15.98 ,  ,0 ,  ,0 ,  ,"467,989 ",  ,,  ,0 ,  ,"28,567 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"456,405 ",  ,0 ,,No,,,,,,,,,,,,,,
Decatur Public Transit System,Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863 ", 35 ,DT,PT,7,, -   ,  , 16.38 ,  , 3.80 ,  , 5.14 ,  ,0 ,  ,0 ,  ,"53,454 ",  ,,  ,0 ,  ,"3,263 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"16,763 ",  ,"63,699 ",,No,,,,,,,,,,,,,,
Charlevoix County Public Transportation,Boyne City,MI,5R03-021,5R03-50313,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 17 ,DR,DO,17,, -   ,  , 16.38 ,  , -   ,  , 3.67 ,  ,0 ,  ,0 ,  ,"504,410 ",  ,,  ,0 ,  ,"30,801 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"113,058 ",  ,0 ,,No,,,,,,,,,,,,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677 ", 76 ,DR,DO,20,, -   ,  , 16.37 ,  , 9.89 ,  , 1.63 ,  ,0 ,  ,"850,910 ",  ,"765,109 ",  ,"85,801 ",  ,"56,154 ",  ,"46,748 ",  ,"9,406 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"76,259 ",  ,"754,281 ",,No,,,,,,,,,,,,,,
MTA New York City Transit,New York,NY,2008,20008,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 11,000 ",CB,DO,456,, -   ,  , 16.36 ,  , 12.28 ,  , 22.32 ,  ,"8,847,996 ",  ,"15,676,591 ",  ,"9,258,644 ",  ,"6,417,947 ",  ,"955,269 ",  ,"565,804 ",  ,"389,465 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"12,627,870 ",  ,"155,069,411 ",,No,,,,,,,,,,,,,,
Municipality of Cidra,Cidra,PR,4124,40124,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ", 6 ,DR,DO,4,, -   ,  , 16.36 ,  , -   ,  , 3.01 ,  ,0 ,  ,0 ,  ,"47,473 ",  ,,  ,0 ,  ,"2,902 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,747 ",  ,0 ,,No,,,,,,,,,,,,,,
East Central Council of Local Governments,Stratton,CO,8R01-006,8R01-80162,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 16 ,DR,DO,16,, -   ,  , 16.35 ,  , -   ,  , 7.94 ,  ,0 ,  ,0 ,  ,"86,287 ",  ,,  ,0 ,  ,"5,278 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"41,911 ",  ,0 ,,No,,,,,,,,,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 58 ,MB,PT,2,, -   ,  , 16.35 ,  , 10.99 , W , 4.45 ,  ,"85,680 ",  ,"98,361 ",  ,"85,685 ",  ,"12,676 ",  ,"5,798 ",  ,"5,242 ",  ,556 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"23,324 ",  ,"256,331 ",W,No,,,,,,,,,,,,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467 ", 56 ,DR,DO,34,, -   ,  , 16.35 ,  , 10.32 ,  , 1.25 ,  ,0 ,  ,"1,294,125 ",  ,"1,035,065 ",  ,"259,060 ",  ,"70,380 ",  ,"63,323 ",  ,"7,057 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"79,373 ",  ,"818,816 ",,No,,,,,,,,,,,,,,
Coweta County,Newnan,GA,4R03-115,4R03-41133,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 8 ,DR,DO,8,, -   ,  , 16.34 ,  , -   ,  , 2.20 ,  ,0 ,  ,0 ,  ,"173,496 ",  ,,  ,0 ,  ,"10,615 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"23,301 ",  ,0 ,,No,,,,,,,,,,,,,,
Central Contra Costa Transit Authority,Concord,CA,9078,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968 ", 143 ,DR,PT,50,, -   ,  , 16.34 ,  , 9.37 ,  , 2.13 ,  ,0 ,  ,"1,287,684 ",  ,"1,204,823 ",  ,"82,861 ",  ,"91,624 ",  ,"73,717 ",  ,"17,907 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"156,832 ",  ,"1,468,797 ",,No,,,,,,,,,,,,,,
Yavapai Regional Transit,Chino Valley,AZ,,9R01-99419,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 3 ,MB,DO,3,, -   ,  , 16.34 ,  , -   ,  , 1.89 ,  ,0 ,  ,0 ,  ,"30,411 ",  ,,  ,0 ,  ,"1,861 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,520 ",  ,0 ,,No,,,,,,,,,,,,,,
Golden Crescent Regional Planning Commission,Victoria,TX,6095,60095,"MPO, COG or Other Planning Agency",Reduced Reporter,"63,683 ", 28 ,MB,DO,11,, -   ,  , 16.34 ,  , -   ,  , 8.51 ,  ,0 ,  ,0 ,  ,"447,495 ",  ,,  ,0 ,  ,"27,389 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"232,997 ",  ,0 ,,No,,,,,,,,,,,,,,
Tuolumne County Transit,Sonora,CA,9R02-035,9R02-91057,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 21 ,MB,DO,11,, -   ,  , 16.33 ,  , -   ,  , 6.66 ,  ,0 ,  ,0 ,  ,"205,522 ",  ,,  ,0 ,  ,"12,582 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"83,775 ",  ,0 ,,No,,,,,,,,,,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417 ", 295 ,DR,PT,62,, -   ,  , 16.33 ,  , 6.91 ,  , 1.78 ,  ,0 ,  ,"2,812,299 ",  ,"2,450,642 ",  ,"361,657 ",  ,"189,086 ",  ,"150,081 ",  ,"39,005 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"267,507 ",  ,"1,849,389 ",,No,,,,,,,,,,,,,,
Loudoun County Commuter Bus Service - Office of Transportation Services,Leesburg,VA,3081,30081,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ", 83 ,MB,PT,28,, -   ,  , 16.32 ,  , 9.36 ,  , 11.37 ,  ,"922,068 ",  ,"1,127,680 ",  ,"915,467 ",  ,"212,213 ",  ,"68,917 ",  ,"56,100 ",  ,"12,817 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"637,783 ",  ,"5,971,140 ",,No,,,,,,,,,,,,,,
Harford Transit,Abingdon,MD,3074,30074,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"213,751 ", 26 ,DR,DO,12,, -   ,  , 16.32 ,  , -   ,  , 2.35 ,  ,0 ,  ,0 ,  ,"269,560 ",  ,,  ,0 ,  ,"16,520 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"38,825 ",  ,0 ,,No,,,,,,,,,,,,,,
Franklin Regional Transit Authority,Greenfield,MA,1R02-005,1R02-10173,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 45 ,MB,DO,7,, -   ,  , 16.31 ,  , -   ,  , 7.41 ,  ,0 ,  ,0 ,  ,"328,402 ",  ,,  ,0 ,  ,"20,132 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"149,123 ",  ,0 ,,No,,,,,,,,,,,,,,
Hub City Transit,Hattiesburg,MS,4060,40060,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"80,358 ", 7 ,MB,DO,4,, -   ,  , 16.31 ,  , -   ,  , 8.33 ,  ,0 ,  ,0 ,  ,"177,930 ",  ,,  ,0 ,  ,"10,912 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"90,913 ",  ,0 ,,No,,,,,,,,,,,,,,
Transit Joint Powers Authority for Merced County,Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,"136,969 ", 55 ,MB,PT,40,, -   ,  , 16.30 ,  , 6.41 , W , 7.15 ,  ,"1,904,111 ",  ,"2,146,397 ",  ,"1,993,151 ",  ,"153,246 ",  ,"127,840 ",  ,"122,283 ",  ,"5,557 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"874,056 ",  ,"5,603,825 ",W,No,,,,,,,,,,,,,,
Crisp County Transit,Cordele,GA,4R03-055,4R03-40912,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 6 ,DR,DO,6,, -   ,  , 16.30 ,  , -   ,  , 1.45 ,  ,0 ,  ,0 ,  ,"243,811 ",  ,,  ,0 ,  ,"14,959 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"21,659 ",  ,0 ,,No,,,,,,,,,,,,,,
Huntington Area Rapid Transit,Huntington Station,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 21 ,MB,DO,8,, -   ,  , 16.30 ,  , 3.63 ,  , 6.67 ,  ,"374,729 ",  ,"406,075 ",  ,"375,489 ",  ,"30,586 ",  ,"25,202 ",  ,"23,039 ",  ,"2,163 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"153,618 ",  ,"558,392 ",,No,,,,,,,,,,,,,,
Sonoma County Transit,Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231 ", 65 ,MB,PT,39,, -   ,  , 16.29 ,  , 8.23 ,  , 13.88 ,  ,"1,407,494 ",  ,"1,797,729 ",  ,"1,400,492 ",  ,"397,237 ",  ,"102,680 ",  ,"85,954 ",  ,"16,726 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,193,109 ",  ,"9,819,463 ",,No,,,,,,,,,,,,,,
Blue Water Area Transportation Commission,Port Huron,MI,5148,50148,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,106 ", 209 ,DR,DO,43,, -   ,  , 16.29 ,  , 7.46 ,  , 4.69 ,  ,0 ,  ,"1,196,923 ",  ,"1,183,300 ",  ,"13,623 ",  ,"74,269 ",  ,"72,653 ",  ,"1,616 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"340,874 ",  ,"2,542,792 ",,No,,,,,,,,,,,,,,
Ben Franklin Transit,Richland,WA,0018,00018,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,975 ", 440 ,MB,DO,52,, -   ,  , 16.29 ,  , 4.12 ,  , 20.10 ,  ,"2,130,460 ",  ,"2,331,260 ",  ,"2,148,656 ",  ,"182,604 ",  ,"139,551 ",  ,"131,934 ",  ,"7,617 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,652,058 ",  ,"10,931,415 ",,No,,,,,,,,,,,,,,
Lake County Board of County Commissioners,Tavares,FL,4158,40158,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"131,337 ", 50 ,DR,PT,43,, -   ,  , 16.27 ,  , 15.00 ,  , 1.78 ,  ,0 ,  ,"1,484,154 ",  ,"1,192,376 ",  ,"291,778 ",  ,"85,881 ",  ,"73,299 ",  ,"12,582 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"130,373 ",  ,"1,956,105 ",,No,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,104 ",MB,PT,5,, -   ,  , 16.26 ,  , 4.44 ,  , 4.17 ,  ,"227,775 ",  ,"249,540 ",  ,"226,912 ",  ,"22,628 ",  ,"16,306 ",  ,"13,953 ",  ,"2,353 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"58,169 ",  ,"258,161 ",,No,,,,,,,,,,,,,,
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 24 ,MB,DO,3,, -   ,  , 16.26 ,  , -   ,  , 12.44 ,  ,0 ,  ,0 ,  ,"52,938 ",  ,,  ,0 ,  ,"3,256 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"40,509 ",  ,0 ,,No,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ", 873 ,DT,PT,20,, -   ,  , 16.25 ,  , 7.80 ,  , 2.08 ,  ,0 ,  ,0 ,  ,"383,195 ",  ,,  ,0 ,  ,"23,574 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"49,124 ",  ,"383,195 ",,No,,,,,,,,,,,,,,
Asotin County PTBA,Clarkston,WA,0051,00051,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,924 ", 13 ,MB,DO,3,, -   ,  , 16.25 ,  , -   ,  , 6.21 ,  ,0 ,  ,0 ,  ,"144,717 ",  ,,  ,0 ,  ,"8,907 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"55,299 ",  ,0 ,,No,,,,,,,,,,,,,,
Panhandle Community Services ,Amarillo ,TX,6R05-002,6R05-60192,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 77 ,DR,DO,77,, -   ,  , 16.25 ,  , -   ,  , 4.66 ,  ,0 ,  ,0 ,  ,"1,205,495 ",  ,,  ,0 ,  ,"74,200 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"345,573 ",  ,0 ,,No,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,528 ",DR,PT,473,, -   ,  , 16.25 ,  , 11.31 ,  , 2.18 ,  ,0 ,  ,"13,428,521 ",  ,"12,075,258 ",  ,"1,353,263 ",  ,"819,018 ",  ,"743,306 ",  ,"75,712 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,616,827 ",  ,"18,287,088 ",,No,,,,,,,,,,,,,,
Southwest Ohio Regional Transit Authority,Cincinnati,OH,5012,50012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,624,827 ", 346 ,DR,PT,48,, -   ,  , 16.23 , Q , 10.74 , Q , 2.39 , Q ,0 ,  ,"1,713,592 ",  ,"1,431,799 ", Q ,"281,793 ",  ,"109,880 ",  ,"88,198 ", Q ,"21,682 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"210,381 ", Q ,"2,259,492 ",Q,Yes,,,,,,,,,,,,,,
"Senior Resource Development Agency, Pueblo, Inc.",Pueblo,CO,8R01-016,8R01-80267,Private-Non-Profit Corporation,Rural Reporter,0 , 7 ,DR,DO,7,, -   ,  , 16.23 ,  , -   ,  , 1.83 ,  ,0 ,  ,0 ,  ,"183,272 ",  ,,  ,0 ,  ,"11,291 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"20,621 ",  ,0 ,,No,,,,,,,,,,,,,,
Port Arthur Transit,Port Arthur,TX,6013,60013,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"153,150 ", 10 ,MB,DO,5,, -   ,  , 16.23 ,  , -   ,  , 8.17 ,  ,0 ,  ,0 ,  ,"244,555 ",  ,,  ,0 ,  ,"15,070 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"123,160 ",  ,0 ,,No,,,,,,,,,,,,,,
Wolf Memorial Good Samaritan Center,Albion,NE,7R04-002,7R04-70202,Private-Non-Profit Corporation,Rural Reporter,0 , 3 ,DR,DO,3,, -   ,  , 16.23 ,  , -   ,  , 1.55 ,  ,0 ,  ,0 ,  ,"15,578 ",  ,,  ,0 ,  ,960 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,490 ",  ,0 ,,No,,,,,,,,,,,,,,
Napa Valley Transportation Authority,Napa,CA,9088,90088,Independent Public Agency or Authority of Transit Service,Full Reporter,"83,913 ", 43 ,MB,PT,24,, -   ,  , 16.23 ,  , 8.26 ,  , 11.63 ,  ,"1,057,493 ",  ,"1,096,340 ",  ,"1,060,546 ",  ,"35,794 ",  ,"83,348 ",  ,"65,359 ",  ,"17,989 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"760,243 ",  ,"6,278,674 ",,No,,,,,,,,,,,,,,
Iredell County Area Transportation Services,Statesville,NC,4205,40205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ", 28 ,MB,DO,3,, -   ,  , 16.22 ,  , -   ,  , 1.29 ,  ,0 ,  ,0 ,  ,"90,304 ",  ,,  ,0 ,  ,"5,566 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"7,202 ",  ,0 ,,No,,,,,,,,,,,,,,
Berks Area Regional Transportation Authority,Reading,PA,3024,30024,Independent Public Agency or Authority of Transit Service,Full Reporter,"266,254 ", 99 ,DR,PT,21,, -   ,  , 16.22 ,  , 7.04 ,  , 2.34 ,  ,0 ,  ,"607,366 ",  ,"505,328 ",  ,"102,038 ",  ,"37,378 ",  ,"31,148 ",  ,"6,230 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"72,912 ",  ,"513,301 ",,No,,,,,,,,,,,,,,
Lancaster Public Transit System,Lancaster,OH,5R05-057,5R05-50406,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 22 ,DR,DO,22,, -   ,  , 16.22 ,  , -   ,  , 3.23 ,  ,0 ,  ,0 ,  ,"562,003 ",  ,,  ,0 ,  ,"34,647 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"111,787 ",  ,0 ,,No,,,,,,,,,,,,,,
Alabama Tombigbee Regional Planning Commission,Camden,AL,4R01-007,4R01-41084,"MPO, COG or Other Planning Agency",Rural Reporter,0 , 20 ,DR,DO,20,, -   ,  , 16.22 ,  , -   ,  , 4.22 ,  ,0 ,  ,0 ,  ,"231,790 ",  ,,  ,0 ,  ,"14,292 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"60,370 ",  ,0 ,,No,,,,,,,,,,,,,,
Flagler Co. Public Transportation,Bunnell,FL,4R02-028,41068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064 ", 26 ,DR,DO,26,, -   ,  , 16.22 ,  , 6.02 ,  , 2.74 ,  ,0 ,  ,"736,524 ",  ,"630,624 ",  ,"105,900 ",  ,"42,599 ",  ,"38,886 ",  ,"3,713 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"106,669 ",  ,"642,596 ",,No,,,,,,,,,,,,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345 ", 118 ,MB,DO,38,, -   ,  , 16.22 ,  , -   ,  , 10.44 ,  ,"843,969 ",  ,"849,661 ",  ,"820,249 ",  ,"29,412 ",  ,"52,278 ",  ,"50,580 ",  ,"1,698 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"528,257 ",  ,0 ,,No,,,,,,,,,,,,,,
San Miguel County,Norwood,CO,,8R01-88214,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 7 ,CB,PT,5,, -   ,  , 16.22 ,  , -   ,  , 7.06 ,  ,0 ,  ,0 ,  ,"93,204 ",  ,,  ,0 ,  ,"5,748 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"40,575 ",  ,0 ,,No,,,,,,,,,,,,,,
Anderson Transit Authority,Anderson,SC,4081,40081,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"75,702 ", 5 ,MB,DO,5,, -   ,  , 16.21 ,  , -   ,  , 23.78 ,  ,0 ,  ,0 ,  ,"250,177 ",  ,,  ,0 ,  ,"15,430 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"366,897 ",  ,0 ,,No,,,,,,,,,,,,,,
Central West Virginia Transit Authority,Clarksburg,WV,3R05-014,3R05-30119,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 17 ,DR,DO,1,, -   ,  , 16.21 , W , -   ,  , 7.34 , W ,0 ,  ,0 ,  ,"11,771 ", W ,,  ,0 ,  ,726 , W ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"5,329 ",  ,0 ,,No,,,,,,,,,,,,,,
Central West Virginia Transit Authority,Clarksburg,WV,3R05-014,3R05-30119,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 17 ,MB,DO,16,, -   ,  , 16.21 , W , -   ,  , 7.34 , W ,0 ,  ,0 ,  ,"642,184 ", W ,,  ,0 ,  ,"39,621 ", W ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"290,746 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Fairfield - Fairfield and Suisun Transit,Fairfield,CA,9092,90092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"133,683 ", 42 ,DR,PT,9,, -   ,  , 16.20 ,  , 9.58 ,  , 1.90 ,  ,0 ,  ,"238,982 ",  ,"218,599 ",  ,"20,383 ",  ,"14,653 ",  ,"13,492 ",  ,"1,161 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"25,669 ",  ,"245,889 ",,No,,,,,,,,,,,,,,
